"id","product","price","seller","city","rating","sold"
980,"Airafood Seblak Jadul Instant",17500,"airafoodofficial","Kab. Gianyar","NaN",0
981,"Geli Food Mie Kuah Seblak Jontor",18900,"Foodstocks","Jakarta Selatan","NaN",1
982,"Seblak Pedas Kicimpring Iyagasih",15000,"Gerai Singawada","Kab. Majalengka","NaN",13
983,"10 Pcs MINI Lumpia Semarang Vacuum *Halal* - Luar Jakarta",105600,"LumpiaSemarang.JKT","Jakarta Selatan","NaN",100
984,"Cemilan Stik Kentang Aghnia Potato Snack",18500,"Gerai Singawada","Kab. Majalengka","NaN",1
985,"Cilokba Cilok Bapper Rasa Sambal Daun Jeruk",18060,"Foodstocks","Jakarta Selatan","NaN",100
986,"seblak instant",20500,"Bekuufood","Jakarta Selatan","5",25
987,"Seblak Daebak Ori Instan + Bumbu",18000,"SeblakDaebak","Bandung","5",13
988,"Yummi! seblak instan isian lengkap, seblak boci baso aci lezat, murah,",9000,"GitaGeofani","Semarang","NaN",0
989,"Mur4h seblak instan hemat",9000,"endays","Jakarta Barat","NaN",0
990,"Mur4h baso aci, bakso aci, cuanki, seblak instan, boci",13000,"endays","Jakarta Barat","NaN",0
991,"Mur4h SEBLAK INSTANT TERMURAH",6000,"endays","Jakarta Barat","NaN",0
992,"[SEBLAK ORI] Seblak Instant murah/Seblak instan koma snack",11988,"@VHIT","Jakarta Pusat","NaN",0
993,"populer Seblak Basah Instan Good Friend - Cemilan Instan Cuma 3 Menit",19000,"najwa.902.","Bandung","NaN",0
994,"seblak boboko lv 13 camilan kekinian instant",17000,"Subambang89","Surabaya","5",30
995,"Seblak Mie Instan / Seblak Instan Enak / Seblak paket komplit",4500,"Glory Adventure Store","Jakarta Timur","NaN",0
996,"Dodol Buah Mangga Gedong Gincu",25000,"Gerai Singawada","Kab. Majalengka","NaN",20
997,"Kerupuk Emping Mentah Ciping",23500,"Gerai Singawada","Kab. Majalengka","NaN",5
998,"Lakoca Cuanki Instan Pertama Lakoca - 3 Menit Siap Santap!",16618,"Lakoca Official Shop","Cimahi","NaN",1000
999,"paket hemat 12pcs cuanki instan si Buhun",45000,"Cuanki BM Al kahfi","Kab. Garut","NaN",0
1000,"Paket Isi 6 Cuanki Instan Lakoca Original | Lakoca Xtra Pedas",93840,"Lakoca Official Shop","Cimahi","NaN",250
1001,"seblak instan pedas murah",11000,"Pw Pshop","Jakarta Selatan","NaN",1
1002,"SEBLAK ACI FCK INSTANT / BASO ACI / CUANKI LIDAH / CUANKI TAHU / PEDAS",21000,"aniolshop281","Denpasar","NaN",0
1003,"SEBLAK INSTAN ASLI GARUT",10989,"@VHIT","Jakarta Pusat","NaN",0
1004,"seblak instan murah siap kirim seluruh indonesia",9990,"@VHIT","Jakarta Pusat","NaN",0
1005,"Terlaris [PROMO!!] Seblak Instant Mommy 100 gram - Cemilan nikmat",22000,"Andre34","Bandung","NaN",0
1006,"WM 004 - Marenta Seblak Banjir Instant Siap Saji",17000,"Izhar Clothing Official","Bandung","5",2
1007,"Seblak Instant Carla 100 gr",13000,"Rahmatika Freshmart Tangkot","Tangerang","NaN",0
1008,"SEBLAK MOMMY-SNACK CEMILAN SEBLAK BANDUNG INSTANT",26000,"javalovelly","Cirebon","NaN",0
1009,"Uenak 12 Bungkus Mix Baso Aci isi 6 pcs X Seblak Instan isi 6 pcs",42000,"AYANIE AYE","Bandung","NaN",0
1010,"PAKET BUNDLING INSTAN ( BOCI AYAM SUWIR 5PCS X  BOCI ORIGINAL 5PCS) pedas food Kaldu Kuah Seblak",52533,"sumber rezeuki","Kab. Garut","NaN",0
1011,"Seblak Kencur Instan Instant Snack Cemilan Camilan",10000,"Pranawa Frozen","Depok","5",10
1012,"Cilok / Baso Aci Instan Kuah Seblak",41958,"@VHIT","Jakarta Pusat","NaN",0
1013,"Seblak Basah Mommy Instant",14000,"Beautify by aqua","Jakarta Utara","5",8
1014,"seblak instan(tanpa jeruk) 18 pacs Terlaris.",88000,"Sembako Berkah Store","Tangerang Selatan","NaN",0
1015,"SEBLAK KUAH INSTAN PUSPA (SEBLAK BASAH BANDUNG) KERUPUK BASAH INSTAN",12500,"Sheba Happy Shop","Kab. Garut","5",22
1016,"SEBLAK SAKAU INSTAN",20979,"@VHIT","Jakarta Pusat","NaN",0
1017,"Seblak Kiloan Exstra Pedas Aroma Daun Jeruk Cemilan Instan Gurih",71000,"Azis Celler","Jakarta Barat","NaN",0
1018,"(JAJANAN BANDUNG oppa ) seblak instan/ mie richeese level 3",13986,"@VHIT","Jakarta Pusat","NaN",0
1019,"SEBLAK JAMUR INSTAN FCK TERLEZAT SEBLAK INSTANT FCK BASO ACI BAKSO",2215000,"firrli","Jakarta Barat","NaN",0
1020,"Kylafood Seblak Rempah Autentik 115gr, Seblak Instan Halal",13500,"Brother Meat Shop","Jakarta Selatan","5",250
1021,"Homemade Seblak Instan",12000,"_store","Bandung","5",3
1022,"INDOMIE MI INSTANT RASA SEBLAK HOT JELET",2900,"Hypermart Sidoarjo","Kab. Sidoarjo","5",250
1023,"Kentang Jalan Jalan By Seblak Koko Cemilan Instan Ringan",35000,"Hijabalila_official","Cilegon","5",1
1024,"Seblak Basah Instant Mommy",14000,"Cikiku Shop","Tangerang Selatan","5",9
1025,"Seuhblak Seblak Instan Premium Ceumamil",20000,"Ceumamil","Bandung","5",8
1026,"Batagor Seblak Cuanki Kuah Rebus Instan Ma Acih Cemilan Tradisional",34965,"@VHIT","Jakarta Pusat","NaN",0
1027,"populer Seblak Instan Cemilan Makanan Instan",7000,"najwa.902.","Bandung","NaN",0
1028,"populer Seblak Instan Bandung Cemilan Pedas Makanan Instan Pedas",12000,"najwa.902.","Bandung","NaN",0
1029,"Seblak Instan Garut Kompilt Termantap Enak Gurih Pedas Murah / Cemilan",15000,"darni77","Kab. Sidoarjo","NaN",0
1030,"populer SEBLAK INSTAN | SEBLAK KWETIAW SOSIS | SUTUY SEBLAK PEDAS KUAH",22000,"najwa.902.","Bandung","NaN",0
1031,"Tasaji Seblak Nyala Instan Aneka Toping Komplit Frozen",23370,"Kulakan Sini Aja","Bekasi","NaN",10
1032,"TERLENGKAP Cik’Emam – Paket Seblak (3 Pcs) - Makanan Khas Bandung Instan - Pedes Gurih Cikemam Seblak Bandung",87000,"Cacabita Store","Jakarta Timur","NaN",0
1033,"K1Z   CUANKI SEBLAK INSTAN MIE PAKET 12 PCS/LIBAN FOOD",51426,"dana02229","Tangerang","NaN",0
1034,"UM(1) Makanan Instan Seblak Instan Makanan Seblak Instan Jeletot Bandung",5000,"ihatsolihattokopedia","Kab. Purworejo","NaN",0
1035,"Hot Sale [READY MEDAN] Seblak Instan Super Pedas Garut Bandung Medan T",78000,"sanshop66","Jakarta Utara","NaN",0
1036,"Cuanki Express Ginding Instan Pedas Tinggal Seduh 3 Menit 35g",17700,"Gerai Snack Official Shop","Kab. Tangerang","NaN",2000
1037,"Paket Isi 30 Cuanki Instan Lakoca | Paket Stok Bulanan | All Variant",563325,"Lakoca Official Shop","Cimahi","NaN",19
1038,"Cuanki Instan Viral KAI Ayam Pedas Lite",17200,"Ciomy Top","Semarang","NaN",0
1039,"Cuanki Instan Culametan",4500,"CUANKI CULAMETAN","Kab. Garut","NaN",2000
1040,"Cuanki Instan Viral Rasa Ayam Pedas Reguler",19200,"Ciomy Top","Semarang","NaN",0
1041,"Sami Raos Cuanki Geprek Instan",20250,"Foodstocks","Jakarta Selatan","NaN",90
1042,"Cuanki Instan Ciomy Ayam Pedas Pouch Viral",19200,"Ciomy Top","Semarang","NaN",0
1043,"Cuanki Instan Culametan spesial",6500,"CUANKI CULAMETAN","Kab. Garut","NaN",1000
1044,"Cuanki Instan Lakoca Cukup Tinggal Seduh Extra Cabe Bubuk 45 Gram",17700,"Gerai Snack Official Shop","Kab. Tangerang","NaN",500
1045,"Cuanki Instan Cheebhot Cukup Tinggal di Seduh Extra Cebe Bubuk 65 Gram",17700,"Gerai Snack Official Shop","Kab. Tangerang","NaN",250
1046,"Seblak Coet Ala Rafael - Seblak Instan",17000,"Seblak Gobyos Food","Kab. Sidoarjo","NaN",0
1047,"Mix Baso Aci 6 Bks, Seblak Instan 6 bks Abah Aceng",59000,"Henzo Food","Jakarta Barat","NaN",0
1048,"Seblak Instan dengan Bumbu Original",12000,"mamael official","Depok","5",50
1049,"populer SEBLAK INSTAN NGABRET BANDUNG",7000,"najwa.902.","Bandung","NaN",0
1050,"Mix 6 Pcs Baso Aci 6 pcs Seblak Instan Abah Aceng Terlaris.",130000,"Sembako Berkah Store","Tangerang Selatan","NaN",0
1051,"Baso Aci Instan Culametan khas Garut (isi 12)",5999,"CUANKI CULAMETAN","Kab. Garut","NaN",5000
1052,"Keripik Cireng Seblak Bandung",18000,"BarokahJayaSnack","Bandung","NaN",50
1053,"siomay mini kering 1kg toping seblak baso aci",24999,"CUANKI CULAMETAN","Kab. Garut","NaN",250
1054,"Kerupuk Seblak",9000,"SNACK JAKARTA 411","Jakarta Barat","NaN",500
1055,"siomay kering 1kg isi 150 pcs toping seblak baso aci",34999,"CUANKI CULAMETAN","Kab. Garut","NaN",90
1056,"(0_0) seblak instan komplit khas Cianjur (""_"")",7000,"Citayarastore23","Bekasi","NaN",0
1057,"Airafood Paket Mix Seblak Instant",34000,"airafoodofficial","Kab. Gianyar","NaN",1
1058,"Makanan Instant Seblak Instan Pedas Home Made",6000,"Yummyou Food","Jakarta Timur","NaN",0
1059,"populer Kissfood Seblak Instan Bandung",7000,"najwa.902.","Bandung","NaN",0
1060,"populer SEBLAK KOKO, Seblak instan, makanan pedes, Jajanan Kekinian",31000,"najwa.902.","Bandung","NaN",0
1061,"Seblak Instan | Baso Aci | Cuankie Kuah Instan",15500,"Serlin Celuler","Padang","NaN",0
1062,"seblak instan",11000,"Raden Food","Bekasi","4.9",90
1063,"SEBLAK INSTAN ENAK..",5000,"berkah_jaya_food","Kab. Cianjur","5",8
1064,"Seblak Instant Cembokur (variant ala Rafael)",10000,"SEBLAK INSTANT CEMBOKUR","Bandung","5",11
1065,"SEBLAK INSTAN kemasan Box",6550,"QueenTwinShop25","Kab. Bekasi","NaN",0
1066,"Maicih Basreng",17900,"Gerai Snack Official Shop","Kab. Tangerang","NaN",10000
1067,"cuanki tahu panjang atau stik isi 50 pcs toping seblak baso aci",12999,"CUANKI CULAMETAN","Kab. Garut","NaN",100
1068,"kerupuk seblak pedas 1 kg - 1/2 kg",26500,"Bintang Snack & Camilan","Semarang","NaN",100
1069,"pangsit segitiga kering atau cipet isi 100 toping seblak baso aci",32999,"CUANKI CULAMETAN","Kab. Garut","NaN",100
1070,"Basreng Pedas Cikruh Seblak Bantet Cikruh Daun Jeruk Kemasan Ekonomis",3000,"Bang Bana","Kab. Malang","NaN",500
1071,"G2R_   PAKET BUNDLING HEMAT 12 (6 pcs seblak 6pcs baso aci ) MAKANAN INSTAN",53999,"Athaila12","Surabaya","NaN",0
1072,"👍 SEBLAK GEPREK SAMIRAOS / SEBLAK MIE / SEBLAK SOUN / SEBLAK INSTAN",28000,"Jasper7879","Bekasi","NaN",0
1073,"SEBLAK INSTAN MERCON TERMURAH",6000,"binbond store007","Bandung","NaN",0
1074,"Terlaris! PAKET 10 BUNGKUS SEBLAK INSTAN BUMBU REMPAH",51000,"Toko Fahmi99","Jakarta Timur","NaN",0
1075,"Seblak Instant Pedas Jamanis",17000,"Bunda Fathir Thoriq Shop","Depok","NaN",0
1076,"Seblak Instan Kumplit dengan Topping dan Bumbu",6000,"MODI_snack","Kab. Garut","5",14
1077,"Seblak  SKCK ABAH instan (seblak Cikruh Abah) 1 bungkus",11750,"LUKIS FOOD","Kab. Garut","NaN",0
1078,"Fr3sh- PAKET SEBLAKKU Seblak Instan Ny Entin",46000,"HAIKAL-NASITUON662","Bandung","NaN",0
1079,"sami Raos seblak instan",24000,"Rsb frozen food dago","Bandung","NaN",0
1080,"Seblak Instan Kenyang Murah Asli Bandung uenak polll",3999,"jeloryshop","Kab. Bandung","NaN",0
1081,"siomay mini kering 250 gram toping seblak baso aci",7999,"CUANKI CULAMETAN","Kab. Garut","NaN",500
1082,"Basreng Maicih",19950,"Foodstocks","Jakarta Selatan","NaN",70
1083,"cuanki tahu panjang isi 150 pcs | toping seblak baso aci",33999,"CUANKI CULAMETAN","Kab. Garut","NaN",50
1084,"Pasar Keripik Cimol Seblak Pedas size Kecil 130g",12500,"Pasar Keripik Bandung","Bandung","NaN",500
1085,"Cuanki tahu bulat kering 50 pcs toping seblak baso aci",17999,"CUANKI CULAMETAN","Kab. Garut","NaN",80
1086,"Seblak Instan Cemilan Makanan Instan",11488,"@VHIT","Jakarta Pusat","NaN",0
1087,"'' CUANKI SEBLAK INSTAN MIE PAKET 12 PCS/LIBAN FOOD ''",51000,"PRIMA ABAD","Kab. Bekasi","NaN",0
1088,"Batagor Kacang Instan / Seblak Basah Instan / Cuanki Instan",49000,"sebelas kitchen","Tangerang Selatan","5",1
1089,"- Seblak Instant Sultan Bandung #",18000,"kurniaisnain003","Bandung","NaN",0
1090,"Seblak Instan / Seblak Basah Instan / Seblak Basah Pedas / Seblak",17000,"sebelas kitchen","Tangerang Selatan","5",4
1091,"Seblak Instan",25000,"JKwaife","Kab. Bogor","NaN",25
1092,"PAKET SEBLAK INSTAN 10 BUNGKUS",38500,"dakar_ofc","Kab. Mojokerto","NaN",1
1093,"PAKET HEMAT 2 PACK SEBLAK BLAKAN | Seblak & Baso Aci Instan",34000,"seblakblakan","Kab. Sukabumi","NaN",2
1094,"seblak mie instan",10000,"Livina Wedding","Jakarta Timur","NaN",0
1095,"paket 3 pack baso aci ayam suwir baso aci chili oil baso aci instan seblak pedas",28999,"warung liwar","Kab. Bandung","NaN",0
1096,"5 PACK Seblak instant CARLA khas bandung",65000,"Seblak Alipbata","Tangerang","NaN",1
1097,"Seblak Instan Kwetiaw KSN",13500,"RN FROZEN FOOD","Jakarta Selatan","NaN",3
1098,"Seblak, Baso Aci, Cuanki Instan Khas Bandung (pouch besar)",11988,"@VHIT","Jakarta Pusat","NaN",0
1099,"PAKET 10 BUNGKUS SEBLAK INSTAN BUMBU REMPAH",50000,"DA_Makanan","Jakarta Barat","NaN",0
1100,"seblak instan komplit murah",3899,"arsafsnack_bdg","Kab. Bandung","NaN",0
1101,"bumbu seblak instan per porsi",2500,"global cookware1","Jakarta Barat","NaN",0
1102,"Paket 7 Pcs Seblak Instan Ceu Nthien Khas Bandung Rasana Ngeunah Pisan",119000,"Central Seblak Nusantara","Tangerang Selatan","4.9",24
1103,"Bumbu seblak instant",45500,"OneChains","Jakarta Barat","5",30
1104,"New Seblak Instant Komplit Garut Murah",78400,"sanshop66","Jakarta Utara","NaN",0
1105,"PAKET 10 BUNGKUS SEBLAK INSTAN BUMBU REMPAH tbk",61619,"Tukuy yuks","Bandung","NaN",0
1106,"INDOMIE MIE KUAH INSTANT RASA SEBLAK HOT JELETOT 75 GR",3100,"Hypermart Pejaten Village","Jakarta Selatan","4.9",250
1107,"populer Seblak Instan Gundik",9000,"najwa.902.","Bandung","NaN",0
1108,"BUMBU KUAH INDOMIE RASA AYAM BAWANG, SOTO, MIE GORENG, KARI, SEBLAK (1KG). BUMBU MASAK INSTAN MELEZATKAN SEMUA MASAKAN BERKUAH ANDA. PRAKTIS DIJAMIN ENAK.UNTUK KUAH MIE AYAM MIE BAKSO TUMIS / OSENG DAN UNTUK MASAKAN LAINNYA.",122000,"Daili Stuff","Yogyakarta","NaN",0
1109,"- Seblak Instan Gundik #",10000,"kurniaisnain003","Bandung","NaN",0
1110,"SEBLAK INSTAN KOMPLIT TERMURAH!!!",10999,"RumahcemilanBjm","Banjarmasin","NaN",0
1111,"paket 9 pcs bonus popcorn - 3 cuanki - 3 baso aci instant - 3 seblak",77600,"BOXERMOTIF TERBARUUUU","Bekasi","NaN",0
1112,"𝐑𝐁- Seblak instan / seblak instan BANDUNG / seblak instan pedas",6000,"BAJAYAREPA61","Bandung","NaN",0
1113,"Terbaru PILUS CIKUR Netto 1KG / TOPING BASO ACI / CAMILAN / ASLI GARUT / Toping Seblak Instan / Pilus Gurih Diskon",167000,"HAPPY QUEEN","Jakarta Barat","NaN",0
1114,"Bumbu Seblak Instan Non MSG Tins Kitchen",45000,"Tins Kitchen","Kab. Bandung Barat","4.6",30
1115,"Makanan Ringan Seblak Rafael Instan Komplit Fresh Asli Garut - Makanan",51948,"@VHIT","Jakarta Pusat","NaN",0
1116,"SEBLAK RAMEN INSTAN BY SI AKANG SNACK MURAH SEHOT PEDAS BANDUNG LAKOCA",21000,"tokoklemboo","Kab. Klaten","5",2
1117,"cuanki tahu kering seblak food instan 50pcs",12000,"Cuanki Acus jaya","Kab. Garut","NaN",0
1118,"Seblak Bandung Kuah Instan Enak dan Pedas (Puspa)",12500,"Sheba Happy Shop","Kab. Garut","5",30
1119,"SEBLAK INSTAN khas Majalengka",3350,"Mama Kerupuk Grosir","Kab. Majalengka","NaN",0
1120,"Indomie Mi Hype Abis Seblak Hot Jeletot 5 pcs Mie Instan 90 gr - Kuah, Hitam - Pedas, Merah",16900,"Mitra Pratama Groceries","Tasikmalaya","NaN",0
1121,"Basreng Sangarrr",19900,"The Little Snacks","Tangerang Selatan","NaN",1000
1122,"Baso Aci Instan Culametan khas Garut ( isi 6 )",4500,"CUANKI CULAMETAN","Kab. Garut","NaN",4000
1123,"Basreng Sangarrr",19900,"The Little Snacks","Tangerang Selatan","NaN",3000
1124,"cuanki lidah 150 pcs toping seblak baso aci",35111,"CUANKI CULAMETAN","Kab. Garut","NaN",500
1125,"Makaroni Ceu Wewei 1kg",65000,"Makaroni Ceu Wewei","Kab. Tangerang","NaN",60
